,index,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond,level_0,Inhibition Observed,Panel Name
15164,15164,1.0,8.0,97.87510000000003,382.022803308,24.0,14.0,10.0,2.0,8.0,3.843700000000003,98.02000000000001,24.0,11.0,22.0,6.0,0.0,22.0,15164,1,1
15165,15165,2.0,5.0,107.87040000000002,380.13069688,27.0,20.0,7.0,3.0,7.0,3.6206000000000023,76.02000000000001,27.0,17.0,20.0,4.0,0.0,34.0,15165,1,0
15166,15166,0.0,4.0,105.58930000000004,395.13036253200005,28.0,21.0,7.0,4.0,3.0,2.935780000000001,81.48,28.0,12.0,30.0,6.0,2.0,24.0,15166,1,2
15167,15167,2.0,6.0,96.69310000000003,350.14126156400005,24.0,16.0,8.0,2.0,7.0,1.5759999999999994,101.19,24.0,11.0,22.0,6.0,0.0,22.0,15167,1,4
15168,15168,2.0,6.0,97.56490000000002,365.09464572000013,26.0,18.0,8.0,4.0,6.0,3.1682000000000006,96.70000000000002,26.0,20.0,14.0,2.0,0.0,42.0,15168,1,3
15169,15169,2.0,3.0,79.21840000000003,286.131742436,21.0,16.0,5.0,2.0,4.0,2.348140000000001,71.19,21.0,11.0,18.0,4.0,0.0,22.0,15169,1,1
15170,15170,1.0,5.0,107.89220000000005,382.20049069199996,28.0,21.0,7.0,3.0,5.0,1.8707399999999994,86.37,28.0,12.0,30.0,6.0,0.0,24.0,15170,1,0
15171,15171,1.0,5.0,96.46700000000006,365.140927216,25.0,17.0,8.0,2.0,7.0,2.3165000000000004,80.64,25.0,11.0,24.0,6.0,0.0,22.0,15171,1,2
15172,15172,2.0,5.0,104.21870000000006,392.151826248,27.0,18.0,9.0,2.0,7.0,2.2663,100.50999999999999,27.0,11.0,26.0,8.0,0.0,22.0,15172,1,4
15173,15173,0.0,6.0,108.85650000000004,388.15354049999996,29.0,22.0,7.0,5.0,3.0,2.3987,71.06,29.0,19.0,20.0,4.0,0.0,42.0,15173,1,3
15174,15174,2.0,4.0,89.58910000000003,321.11134134,24.0,18.0,6.0,3.0,4.0,3.00122,98.22,24.0,17.0,14.0,4.0,0.0,34.0,15174,1,1
15175,15175,1.0,4.0,85.10270000000001,330.0683669040001,23.0,16.0,7.0,3.0,4.0,3.2410000000000005,59.81,23.0,17.0,14.0,2.0,0.0,34.0,15175,1,0
15176,15176,1.0,8.0,89.64420000000003,340.07424462399996,24.0,15.0,9.0,4.0,3.0,2.3033199999999994,94.3,24.0,18.0,12.0,2.0,0.0,40.0,15176,1,2
15177,15177,1.0,4.0,75.95620000000001,293.038960684,19.0,13.0,6.0,3.0,2.0,3.322600000000002,54.88,19.0,11.0,18.0,2.0,0.0,22.0,15177,1,4
15178,15178,1.0,7.0,100.42020000000004,388.093832704,27.0,18.0,9.0,3.0,6.0,3.198800000000002,87.5,27.0,17.0,22.0,2.0,0.0,34.0,15178,1,3
15179,15179,1.0,6.0,98.48420000000004,352.15354049999996,26.0,19.0,7.0,3.0,6.0,3.2323000000000013,86.11000000000001,26.0,15.0,20.0,4.0,0.0,32.0,15179,1,1
15180,15180,1.0,6.0,103.01900000000006,395.1514919,27.0,18.0,9.0,2.0,8.0,2.3251,89.87,27.0,11.0,28.0,6.0,0.0,22.0,15180,0,0
15181,15181,1.0,6.0,101.25450000000006,393.135841836,27.0,18.0,9.0,2.0,7.0,2.0945,97.71,27.0,11.0,26.0,8.0,0.0,22.0,15181,0,2
15182,15182,1.0,5.0,94.12300000000005,363.125277152,25.0,17.0,8.0,3.0,4.0,1.60672,80.64,25.0,11.0,26.0,6.0,0.0,22.0,15182,0,4
15183,15183,1.0,5.0,89.34400000000004,367.100205276,25.0,16.0,9.0,3.0,4.0,1.4374,80.64,25.0,11.0,26.0,6.0,0.0,22.0,15183,0,3
15184,15184,1.0,5.0,94.12300000000005,363.125277152,25.0,17.0,8.0,3.0,4.0,1.6067199999999997,80.64,25.0,11.0,26.0,6.0,0.0,22.0,15184,0,1
15185,15185,1.0,5.0,89.34400000000004,367.100205276,25.0,16.0,9.0,3.0,4.0,1.4374,80.64,25.0,11.0,26.0,6.0,0.0,22.0,15185,1,0
15186,15186,1.0,4.0,96.09070000000001,350.10667055999994,26.0,20.0,6.0,4.0,3.0,3.8923000000000023,60.45,26.0,16.0,20.0,4.0,0.0,34.0,15186,1,2
15187,15187,0.0,6.0,96.54300000000003,370.144118688,27.0,19.0,8.0,4.0,3.0,1.8441999999999998,67.79,27.0,12.0,32.0,4.0,0.0,24.0,15187,1,4
15188,15188,1.0,5.0,92.06100000000004,369.0437712919999,24.0,16.0,8.0,2.0,5.0,3.0130000000000017,81.7,24.0,12.0,20.0,6.0,0.0,24.0,15188,1,3
15189,15189,1.0,5.0,97.76600000000005,380.08644912,25.0,17.0,8.0,3.0,4.0,2.638140000000001,75.71000000000001,25.0,11.0,26.0,6.0,0.0,22.0,15189,1,1
15190,15190,1.0,5.0,93.30200000000002,386.01617664,24.0,15.0,9.0,3.0,4.0,2.6747000000000005,75.71,24.0,11.0,24.0,6.0,0.0,22.0,15190,1,0
15191,15191,1.0,5.0,88.29200000000003,352.055148992,23.0,15.0,8.0,3.0,4.0,2.0213,75.71,23.0,11.0,22.0,6.0,0.0,22.0,15191,1,2
15192,15192,1.0,5.0,111.97770000000007,399.21580640800005,29.0,22.0,7.0,3.0,5.0,3.144300000000002,80.23,29.0,6.0,42.0,8.0,0.0,12.0,15192,1,4
15193,15193,2.0,6.0,84.76340000000003,330.08518616799995,24.0,16.0,8.0,3.0,3.0,2.7140000000000013,110.93,24.0,12.0,24.0,4.0,0.0,24.0,15193,1,3
15194,15194,1.0,3.0,75.20120000000004,273.136493468,20.0,16.0,4.0,3.0,4.0,2.34232,55.400000000000006,20.0,6.0,28.0,4.0,0.0,12.0,15194,1,1
15195,15195,3.0,3.0,91.73010000000004,341.15395509999996,25.0,19.0,6.0,3.0,7.0,2.0088999999999992,70.23,25.0,12.0,26.0,4.0,0.0,24.0,15195,1,0
15196,15196,3.0,6.0,130.4916,474.136176184,34.0,25.0,9.0,5.0,8.0,3.994900000000002,105.34,34.0,21.0,28.0,4.0,0.0,44.0,15196,1,2
15197,15197,2.0,3.0,91.02420000000002,370.055419272,24.0,16.0,8.0,2.0,6.0,3.094620000000001,75.27000000000001,24.0,12.0,20.0,6.0,0.0,24.0,15197,1,4
15198,15198,2.0,3.0,88.54140000000004,297.09358310000005,21.0,16.0,5.0,3.0,4.0,3.5314000000000014,57.78,21.0,15.0,12.0,2.0,0.0,32.0,15198,1,3
15199,15199,2.0,3.0,91.02420000000002,370.055419272,24.0,16.0,8.0,2.0,6.0,3.094620000000001,75.27000000000001,24.0,12.0,20.0,6.0,0.0,24.0,15199,1,1
15200,15200,0.0,6.0,108.83740000000004,414.11618968799996,29.0,20.0,9.0,4.0,5.0,4.177400000000004,81.27,29.0,15.0,28.0,4.0,0.0,32.0,15200,1,0
15201,15201,0.0,8.0,119.18100000000003,450.06204594,31.0,22.0,9.0,5.0,5.0,5.489600000000004,73.81,31.0,26.0,14.0,2.0,0.0,54.0,15201,1,2
15202,15202,1.0,6.0,126.01070000000004,459.13834037199996,31.0,23.0,8.0,3.0,8.0,4.511500000000003,73.22,31.0,16.0,28.0,4.0,0.0,34.0,15202,1,4
15203,15203,0.0,6.0,108.34750000000004,382.13511356399994,27.0,21.0,6.0,3.0,6.0,4.446400000000004,61.19,27.0,16.0,20.0,4.0,0.0,34.0,15203,1,3
15204,15204,1.0,8.0,131.25269999999998,474.1361761839999,34.0,25.0,9.0,5.0,5.0,3.9796200000000024,95.34,34.0,22.0,26.0,4.0,0.0,46.0,15204,1,1
15205,15205,0.0,7.0,115.404,426.09172452800004,29.0,21.0,8.0,4.0,5.0,5.534100000000005,73.81,29.0,21.0,18.0,2.0,0.0,44.0,15205,1,0
15206,15206,1.0,4.0,123.00270000000005,469.183540976,33.0,25.0,8.0,5.0,5.0,4.332100000000004,69.72,33.0,11.0,46.0,6.0,0.0,22.0,15206,1,2
15207,15207,0.0,4.0,63.58000000000002,220.074896256,17.0,13.0,4.0,3.0,1.0,2.292179999999999,54.5,17.0,15.0,4.0,0.0,2.0,32.0,15207,1,4
15208,15208,0.0,7.0,125.05930000000005,470.1987764399999,33.0,24.0,9.0,4.0,7.0,2.870380000000001,86.43,33.0,16.0,34.0,6.0,0.0,32.0,15208,1,3
15209,15209,2.0,6.0,91.07640000000004,327.11538116400004,23.0,16.0,7.0,4.0,4.0,2.6905200000000002,75.6,23.0,15.0,18.0,2.0,0.0,32.0,15209,1,1
15210,15210,3.0,3.0,121.50710000000002,419.220891788,31.0,25.0,6.0,3.0,8.0,3.3388000000000018,87.30000000000001,31.0,12.0,34.0,8.0,0.0,24.0,15210,1,0
15211,15211,2.0,7.0,126.4481000000001,489.22751396399985,35.0,25.0,10.0,4.0,7.0,2.74364,112.31000000000002,35.0,11.0,46.0,6.0,0.0,22.0,15211,1,2
15212,15212,0.0,5.0,111.17650000000006,399.23220541999996,29.0,23.0,6.0,4.0,7.0,3.588040000000002,37.71000000000001,29.0,11.0,40.0,2.0,0.0,22.0,15212,1,4
15213,15213,3.0,6.0,128.9473000000001,477.28388596799994,34.0,25.0,9.0,3.0,6.0,2.50432,119.41000000000001,34.0,6.0,52.0,6.0,0.0,12.0,15213,1,3
15214,15214,1.0,6.0,66.74590000000002,265.10625596,19.0,12.0,7.0,2.0,4.0,-0.4396999999999997,94.74999999999999,19.0,6.0,24.0,4.0,0.0,12.0,15214,1,1
15215,15215,0.0,7.0,102.98250000000002,374.14912381600004,28.0,20.0,8.0,5.0,2.0,1.9535,85.39,28.0,19.0,18.0,4.0,0.0,42.0,15215,1,0
15216,15216,0.0,6.0,91.40450000000003,337.15387484800004,25.0,18.0,7.0,4.0,4.0,2.500300000000001,72.62,25.0,15.0,22.0,2.0,0.0,32.0,15216,1,2
15217,15217,0.0,5.0,109.10150000000002,380.167082388,27.0,21.0,6.0,4.0,5.0,3.4376000000000024,41.370000000000005,27.0,16.0,26.0,2.0,0.0,32.0,15217,1,4
15218,15218,1.0,5.0,114.07870000000005,422.19540531199993,31.0,23.0,8.0,5.0,3.0,1.8327999999999998,95.47999999999999,31.0,9.0,40.0,10.0,0.0,20.0,15218,1,3
15219,15219,0.0,5.0,107.43800000000003,378.20557607200004,28.0,22.0,6.0,4.0,5.0,3.9036200000000028,59.730000000000004,28.0,15.0,28.0,2.0,0.0,32.0,15219,1,1
15220,15220,0.0,4.0,87.17750000000002,306.148061196,23.0,18.0,5.0,4.0,2.0,3.0150200000000016,50.5,23.0,15.0,18.0,2.0,0.0,32.0,15220,0,0
15221,15221,0.0,6.0,90.79050000000004,338.08374668799996,24.0,17.0,7.0,4.0,2.0,2.5584000000000007,76.05000000000001,24.0,15.0,18.0,4.0,0.0,32.0,15221,0,2
15222,15222,2.0,6.0,122.81520000000003,459.182792028,32.0,23.0,9.0,4.0,6.0,3.4616000000000016,96.97000000000001,32.0,12.0,40.0,6.0,0.0,24.0,15222,0,4
15223,15223,1.0,4.0,111.64770000000004,378.205576072,28.0,22.0,6.0,4.0,5.0,2.7039,55.89,28.0,12.0,34.0,4.0,0.0,24.0,15223,0,3
15224,15224,2.0,3.0,94.12890000000006,345.2052417240001,25.0,19.0,6.0,3.0,5.0,3.1144000000000007,82.27000000000001,25.0,5.0,38.0,6.0,0.0,10.0,15224,0,1
15225,15225,0.0,5.0,118.47400000000006,420.15076362799994,30.0,24.0,6.0,4.0,7.0,3.8159000000000027,49.85,30.0,17.0,28.0,4.0,0.0,34.0,15225,1,0
15226,15226,0.0,4.0,128.18500000000003,447.25219191599996,33.0,27.0,6.0,4.0,5.0,3.1799000000000017,60.93000000000001,33.0,12.0,42.0,6.0,0.0,24.0,15226,1,2
15227,15227,2.0,5.0,110.78840000000001,406.16410518399994,30.0,22.0,8.0,4.0,6.0,3.018020000000001,104.53999999999999,30.0,15.0,28.0,6.0,0.0,32.0,15227,1,4
15228,15228,0.0,5.0,104.02500000000005,385.200156344,28.0,21.0,7.0,4.0,4.0,1.6630999999999998,70.16,28.0,6.0,44.0,6.0,0.0,12.0,15228,1,3
15229,15229,1.0,4.0,108.56270000000006,392.17360724799994,29.0,23.0,6.0,4.0,5.0,4.0451200000000025,75.71000000000001,29.0,12.0,34.0,6.0,0.0,24.0,15229,1,1
15230,15230,1.0,7.0,123.21970000000003,458.1590198039999,34.0,25.0,9.0,5.0,6.0,3.8742000000000028,106.79,34.0,21.0,28.0,4.0,0.0,44.0,15230,1,0
15231,15231,0.0,8.0,135.54499999999993,487.221954408,36.0,27.0,9.0,5.0,8.0,3.3557000000000023,95.27000000000001,36.0,20.0,30.0,8.0,0.0,42.0,15231,1,2
15232,15232,1.0,7.0,110.73070000000001,425.13869896,31.0,22.0,9.0,4.0,6.0,2.889100000000001,91.56,31.0,18.0,26.0,6.0,0.0,36.0,15232,1,4
15233,15233,2.0,3.0,113.44990000000003,401.1739415960001,30.0,24.0,6.0,5.0,5.0,3.392500000000002,82.27000000000001,30.0,15.0,30.0,6.0,0.0,32.0,15233,1,3
15234,15234,1.0,6.0,126.87270000000004,447.17289604000007,32.0,24.0,8.0,5.0,5.0,3.370800000000002,82.19,32.0,19.0,26.0,4.0,0.0,42.0,15234,1,1
15235,15235,0.0,6.0,106.99400000000001,399.092058876,27.0,19.0,8.0,4.0,3.0,3.911000000000003,63.910000000000004,27.0,17.0,24.0,2.0,0.0,34.0,15235,1,0
15236,15236,0.0,8.0,120.11500000000002,443.14496704,30.0,21.0,9.0,4.0,8.0,2.975200000000001,63.49000000000001,30.0,16.0,32.0,2.0,0.0,32.0,15236,1,2
15237,15237,0.0,6.0,98.64800000000004,364.15354049999996,27.0,20.0,7.0,5.0,3.0,2.5662000000000003,69.48,27.0,15.0,28.0,2.0,0.0,32.0,15237,1,4
15238,15238,0.0,7.0,122.75830000000003,467.15149190000005,33.0,24.0,9.0,5.0,5.0,3.2955400000000017,90.73,33.0,17.0,34.0,6.0,0.0,34.0,15238,1,3
15239,15239,2.0,4.0,109.44340000000003,409.14601259600005,29.0,22.0,7.0,5.0,3.0,3.0253000000000014,78.51,29.0,11.0,38.0,6.0,0.0,22.0,15239,1,1
15240,15240,2.0,4.0,142.6193999999998,495.16166266000005,36.0,29.0,7.0,5.0,7.0,5.537800000000004,78.51,36.0,22.0,28.0,6.0,0.0,46.0,15240,1,0
15241,15241,0.0,8.0,121.16900000000001,433.157245976,31.0,23.0,8.0,5.0,8.0,3.928600000000003,74.83000000000001,31.0,21.0,24.0,2.0,0.0,44.0,15241,1,2
15242,15242,1.0,5.0,113.91170000000007,429.226371092,31.0,23.0,8.0,4.0,5.0,3.012100000000001,88.18,31.0,6.0,50.0,6.0,0.0,12.0,15242,1,4
15243,15243,0.0,6.0,119.70500000000001,435.16166266,31.0,24.0,7.0,5.0,7.0,4.890700000000004,62.720000000000006,31.0,19.0,28.0,2.0,0.0,40.0,15243,1,3
15244,15244,2.0,3.0,107.2214,373.14264146799997,28.0,22.0,6.0,5.0,2.0,3.5641000000000016,82.27000000000001,28.0,16.0,24.0,6.0,0.0,34.0,15244,1,1
15245,15245,2.0,6.0,118.58990000000003,426.172561692,30.0,22.0,8.0,4.0,6.0,3.176940000000002,87.32,30.0,15.0,30.0,4.0,0.0,32.0,15245,1,0
15246,15246,0.0,4.0,104.07500000000006,385.200156344,28.0,21.0,7.0,4.0,4.0,1.4373199999999995,70.16,28.0,6.0,44.0,6.0,0.0,12.0,15246,1,2
15247,15247,0.0,5.0,86.56650000000003,325.15387484800004,24.0,17.0,7.0,4.0,3.0,0.9616999999999998,71.33000000000001,24.0,11.0,28.0,4.0,0.0,22.0,15247,1,4
15248,15248,0.0,5.0,84.92400000000002,317.0656541,21.0,15.0,6.0,4.0,2.0,3.1457000000000015,37.61,21.0,13.0,18.0,2.0,0.0,28.0,15248,1,3
15249,15249,1.0,5.0,108.59970000000006,388.182063756,27.0,21.0,6.0,3.0,10.0,3.8690000000000033,50.800000000000004,27.0,11.0,34.0,2.0,0.0,22.0,15249,1,1
15250,15250,1.0,6.0,116.00970000000002,417.193152816,29.0,21.0,8.0,3.0,4.0,2.3127000000000013,70.47,29.0,12.0,34.0,4.0,0.0,24.0,15250,1,0
15251,15251,0.0,7.0,114.34700000000002,423.125277152,30.0,22.0,8.0,4.0,9.0,4.005300000000004,77.69000000000001,30.0,20.0,22.0,2.0,0.0,42.0,15251,1,2
15252,15252,2.0,6.0,129.96940000000004,481.22128571199994,35.0,26.0,9.0,4.0,5.0,3.559700000000002,106.20000000000002,35.0,12.0,46.0,6.0,0.0,24.0,15252,1,4
15253,15253,0.0,5.0,95.41800000000006,356.17360724799994,26.0,20.0,6.0,4.0,3.0,3.3589400000000023,64.80000000000001,26.0,11.0,34.0,2.0,0.0,22.0,15253,1,3
15254,15254,0.0,8.0,100.81800000000003,369.180089596,27.0,19.0,8.0,3.0,8.0,2.4554,74.53000000000002,27.0,17.0,24.0,0.0,0.0,34.0,15254,1,1
15255,15255,2.0,2.0,93.41740000000004,317.156183356,22.0,17.0,5.0,2.0,4.0,2.656220000000001,44.370000000000005,22.0,6.0,28.0,6.0,0.0,12.0,15255,1,0
15256,15256,1.0,3.0,75.51950000000004,284.1194635,19.0,13.0,6.0,1.0,4.0,1.8398199999999998,66.48,19.0,6.0,20.0,6.0,0.0,12.0,15256,1,2
15257,15257,1.0,8.0,87.60770000000002,333.0718021,22.0,14.0,8.0,3.0,6.0,3.8278200000000018,76.73,22.0,16.0,16.0,0.0,0.0,32.0,15257,1,4
15258,15258,0.0,2.0,72.52700000000003,277.08695643199997,19.0,15.0,4.0,3.0,2.0,3.1593000000000018,37.38,19.0,6.0,26.0,4.0,0.0,12.0,15258,1,3
15259,15259,0.0,7.0,125.08700000000005,452.18821175599993,32.0,24.0,8.0,5.0,6.0,3.3622000000000023,58.140000000000015,32.0,15.0,38.0,2.0,0.0,32.0,15259,1,1
15260,15260,0.0,5.0,118.99430000000004,455.15149190000005,32.0,23.0,9.0,4.0,6.0,2.8195200000000016,95.07000000000001,32.0,12.0,36.0,10.0,0.0,24.0,15260,1,0
15261,15261,1.0,3.0,94.82620000000003,339.158291532,25.0,19.0,6.0,3.0,4.0,2.979960000000001,73.48,25.0,11.0,26.0,6.0,0.0,22.0,15261,1,2
15262,15262,1.0,6.0,135.7416999999999,463.20082504000004,35.0,28.0,7.0,5.0,7.0,3.704200000000002,81.81,35.0,27.0,18.0,4.0,0.0,56.0,15262,1,4
15263,15263,2.0,2.0,59.550400000000025,215.105862036,16.0,12.0,4.0,2.0,3.0,1.5198800000000001,64.92,16.0,6.0,18.0,2.0,2.0,12.0,15263,1,3
15264,15264,2.0,5.0,131.1214,449.18517497600004,34.0,27.0,7.0,5.0,7.0,3.6938000000000013,92.66999999999999,34.0,27.0,16.0,4.0,0.0,56.0,15264,1,1
15265,15265,0.0,6.0,117.83300000000003,423.16166265999993,30.0,23.0,7.0,4.0,7.0,4.467820000000004,58.28,30.0,16.0,30.0,4.0,0.0,32.0,15265,1,0
15266,15266,0.0,6.0,104.16800000000005,377.17394159599996,28.0,22.0,6.0,5.0,4.0,4.235000000000004,60.620000000000005,28.0,17.0,30.0,0.0,0.0,34.0,15266,1,2
15267,15267,1.0,6.0,131.03969999999998,442.24810958000006,33.0,26.0,7.0,4.0,7.0,4.362180000000004,67.98,33.0,22.0,26.0,2.0,0.0,44.0,15267,1,4
15268,15268,3.0,4.0,112.8861,403.153206152,30.0,23.0,7.0,3.0,7.0,2.8500000000000005,96.53000000000002,30.0,18.0,22.0,6.0,0.0,36.0,15268,1,3
15269,15269,1.0,4.0,129.96470000000008,440.31512652,32.0,26.0,6.0,4.0,5.0,4.120100000000003,55.89000000000001,32.0,6.0,54.0,4.0,0.0,12.0,15269,1,1
15270,15270,0.0,3.0,95.77000000000005,320.188863388,24.0,21.0,3.0,3.0,4.0,4.684180000000004,36.26,24.0,12.0,26.0,0.0,2.0,24.0,15270,1,0
15271,15271,1.0,6.0,120.29170000000002,441.17222734399996,31.0,23.0,8.0,4.0,8.0,3.342100000000002,71.11000000000001,31.0,11.0,40.0,6.0,0.0,22.0,15271,1,2
15272,15272,0.0,6.0,116.40850000000002,424.06484108399997,29.0,22.0,7.0,4.0,5.0,4.117720000000004,61.07,29.0,21.0,14.0,6.0,0.0,44.0,15272,1,4
15273,15273,1.0,5.0,86.64970000000004,344.13722174,25.0,18.0,7.0,4.0,4.0,1.3507999999999998,84.94000000000001,25.0,6.0,38.0,6.0,0.0,12.0,15273,1,3
15274,15274,1.0,6.0,115.88870000000003,429.17222734399996,30.0,22.0,8.0,4.0,6.0,3.0943200000000006,71.11000000000001,30.0,11.0,40.0,4.0,0.0,22.0,15274,1,1
15275,15275,1.0,4.0,130.37769999999998,475.166269372,34.0,27.0,7.0,5.0,6.0,4.036400000000003,61.88,34.0,18.0,36.0,4.0,0.0,36.0,15275,1,0
15276,15276,0.0,7.0,109.38300000000002,425.12546717999993,30.0,21.0,9.0,5.0,4.0,3.128400000000002,82.37,30.0,17.0,32.0,2.0,0.0,34.0,15276,1,2
15277,15277,1.0,4.0,118.22300000000004,443.1678909119999,31.0,23.0,8.0,4.0,6.0,3.4487000000000023,73.48,31.0,15.0,30.0,6.0,0.0,32.0,15277,1,4
15278,15278,1.0,7.0,124.9587,442.2117240719999,33.0,25.0,8.0,4.0,8.0,3.874120000000003,92.02000000000001,33.0,21.0,26.0,2.0,2.0,42.0,15278,1,3
15279,15279,0.0,8.0,80.39300000000001,334.040357652,22.0,13.0,9.0,4.0,5.0,3.003700000000001,82.52,22.0,16.0,18.0,0.0,0.0,32.0,15279,1,1
15280,15280,1.0,3.0,91.99120000000003,370.112898812,27.0,20.0,7.0,4.0,3.0,2.9311000000000007,66.48,27.0,12.0,30.0,6.0,0.0,24.0,15280,1,0
15281,15281,2.0,4.0,119.96540000000002,485.09501834799994,31.0,23.0,8.0,4.0,7.0,4.8247000000000035,87.74000000000001,31.0,12.0,38.0,6.0,0.0,24.0,15281,1,2
15282,15282,0.0,5.0,117.55230000000006,493.01294559999997,29.0,20.0,9.0,4.0,5.0,4.1155000000000035,70.58,29.0,15.0,26.0,6.0,0.0,32.0,15282,1,4
15283,15283,1.0,4.0,92.17920000000005,326.16304256399997,24.0,19.0,5.0,4.0,3.0,3.8534400000000026,52.49000000000001,24.0,11.0,30.0,2.0,0.0,22.0,15283,1,3
15284,15284,1.0,6.0,132.97,481.214760852,34.0,25.0,9.0,4.0,7.0,3.2696400000000017,87.53999999999999,34.0,17.0,34.0,6.0,0.0,34.0,15284,1,1
15285,15285,0.0,6.0,129.03100000000003,461.23145647199993,34.0,27.0,7.0,5.0,6.0,4.565240000000004,65.82000000000001,34.0,17.0,40.0,2.0,0.0,34.0,15285,1,0
15286,15286,1.0,7.0,94.87820000000002,345.1338081000001,26.0,18.0,8.0,4.0,5.0,2.159399999999999,90.52000000000001,26.0,22.0,12.0,2.0,0.0,44.0,15286,1,2
15287,15287,0.0,6.0,99.05300000000005,374.13002818399997,26.0,19.0,7.0,4.0,3.0,2.743220000000001,60.77000000000001,26.0,11.0,32.0,4.0,0.0,22.0,15287,1,4
15288,15288,0.0,5.0,115.63300000000004,407.22089178799996,30.0,24.0,6.0,5.0,5.0,3.5261400000000025,46.94000000000001,30.0,11.0,42.0,4.0,0.0,22.0,15288,1,3
15289,15289,0.0,4.0,101.18650000000002,347.10923316400005,25.0,20.0,5.0,4.0,4.0,4.359200000000003,38.13,25.0,20.0,12.0,2.0,0.0,42.0,15289,1,1
15290,15290,0.0,5.0,120.47350000000002,414.151432324,30.0,24.0,6.0,5.0,4.0,4.316300000000004,49.33,30.0,21.0,22.0,2.0,0.0,44.0,15290,1,0
15291,15291,1.0,6.0,112.62820000000002,408.161997008,29.0,22.0,7.0,4.0,7.0,3.6746200000000027,71.25999999999999,29.0,17.0,28.0,2.0,0.0,34.0,15291,1,2
15292,15292,0.0,7.0,121.65050000000004,432.21614075599996,32.0,25.0,7.0,5.0,6.0,3.218340000000002,59.83000000000001,32.0,17.0,36.0,2.0,0.0,34.0,15292,1,4
15293,15293,0.0,8.0,116.20900000000003,426.18379507200007,30.0,21.0,9.0,4.0,8.0,2.7539000000000007,78.60000000000001,30.0,16.0,32.0,2.0,0.0,32.0,15293,1,3
15294,15294,0.0,4.0,116.15350000000005,420.20490737599994,31.0,25.0,6.0,5.0,4.0,3.947600000000003,59.08000000000001,31.0,12.0,42.0,4.0,0.0,24.0,15294,1,1
15295,15295,0.0,4.0,110.04500000000006,384.252526264,28.0,22.0,6.0,4.0,5.0,2.21964,48.790000000000006,28.0,5.0,46.0,6.0,0.0,10.0,15295,1,0
15296,15296,0.0,5.0,117.89000000000003,427.15320615199994,32.0,25.0,7.0,5.0,4.0,4.199800000000003,79.79,32.0,22.0,24.0,4.0,0.0,44.0,15296,1,2
15297,15297,0.0,6.0,100.76250000000002,366.06090306799996,25.0,18.0,7.0,4.0,4.0,4.087000000000002,58.980000000000004,25.0,20.0,12.0,2.0,0.0,42.0,15297,1,4
15298,15298,1.0,7.0,122.29120000000002,454.0866391480001,31.0,22.0,9.0,5.0,4.0,5.0020200000000035,80.49000000000001,31.0,20.0,26.0,2.0,0.0,42.0,15298,1,3
15299,15299,0.0,7.0,111.16100000000002,419.1052104040001,30.0,21.0,9.0,5.0,3.0,2.9445000000000014,92.43,30.0,20.0,22.0,4.0,0.0,42.0,15299,1,1
15300,15300,1.0,4.0,129.9482,456.20490737599994,34.0,28.0,6.0,5.0,5.0,4.608400000000004,67.87,34.0,18.0,36.0,4.0,0.0,36.0,15300,1,0
15301,15301,0.0,5.0,86.36150000000002,345.0792659360001,24.0,16.0,8.0,3.0,4.0,2.7270000000000003,63.910000000000004,24.0,17.0,16.0,2.0,0.0,34.0,15301,1,2
15302,15302,1.0,4.0,91.16020000000003,317.108564468,22.0,17.0,5.0,2.0,6.0,3.8191000000000024,47.56,22.0,12.0,20.0,2.0,0.0,24.0,15302,1,4
15303,15303,1.0,3.0,78.13050000000003,291.092914404,20.0,15.0,5.0,3.0,3.0,2.0622,63.24,20.0,6.0,24.0,8.0,0.0,12.0,15303,1,3
15304,15304,1.0,6.0,97.74370000000003,363.134969244,25.0,18.0,7.0,3.0,8.0,2.8835000000000015,65.38,25.0,12.0,28.0,2.0,0.0,24.0,15304,1,1
15305,15305,1.0,3.0,105.46570000000007,371.220891788,27.0,21.0,6.0,3.0,5.0,3.179100000000002,69.72,27.0,6.0,40.0,6.0,0.0,12.0,15305,1,0
15306,15306,0.0,6.0,112.45400000000005,399.10751891200005,27.0,20.0,7.0,3.0,7.0,3.703120000000003,55.2,27.0,15.0,20.0,6.0,0.0,32.0,15306,1,2
15307,15307,1.0,6.0,106.15270000000002,389.188546104,27.0,19.0,8.0,3.0,8.0,2.2433999999999994,74.35000000000001,27.0,11.0,34.0,2.0,0.0,22.0,15307,1,4
15308,15308,3.0,5.0,115.32460000000002,453.18754097199997,32.0,22.0,10.0,2.0,10.0,4.215200000000003,88.69,32.0,12.0,38.0,4.0,0.0,24.0,15308,1,3
15309,15309,0.0,3.0,107.84950000000003,365.210327104,27.0,22.0,5.0,3.0,5.0,2.886000000000002,43.86000000000001,27.0,12.0,30.0,4.0,0.0,24.0,15309,1,1
15310,15310,0.0,6.0,94.04600000000003,364.11693863600004,25.0,17.0,8.0,3.0,6.0,4.251400000000003,52.71,25.0,15.0,20.0,2.0,0.0,32.0,15310,0,0
