index,MORGAN_BTSTR,PUBCHEM_ACTIVITY_OUTCOME,Inhibition Observed
66727,1001100010111100010000101000001001101101000000001000001101111100,2,1
66732,1101110111100010110011101111001111011001000101011000111001111111,1,1
66737,1101010111110010110000101010011001101111010101010100100011100101,1,1
66742,1001111010001000111111110011100011001010100000010000111010110001,0,1
66747,1000111111111001111000101010001001001001000100110010011111100101,1,1
66752,0101100011111010110100101010001010001101000101101000010010110001,2,1
66757,1010111110100101111010110010010101001111010110110010100110110101,2,1
66762,1100010011100000110000100101011011001011011111110110010101000100,0,1
66767,1111011110100001010100100100001010001001011110110100010000010100,1,1
66772,1100010010110000110111101001101101011101010110011110101110101101,2,1
66777,1100110011110000110010111000001101001011010000010110111000100101,0,1
66782,1100110010110100110111101000001111001111100000010110101000101101,0,1
66787,1101101010101110111100101100000111111011101100111100111001100000,2,1
66792,1010110010101101111001111000100111001000110010010110100100100000,0,1
66797,1000001000100101110010100010001101101011101100001101110111110001,2,1
66802,1001111111100011110000100100001011101111010001110100011010110111,0,1
66807,1000011011101000110001100110011011011101110100010100100000111100,1,1
66812,1100110010111001111000101110101011001001010001010001101000110100,2,1
66817,1100010000111001110001100111001011011001011001110001101000111100,2,1
66822,1100111010111001110000101110001011001011010101000001101010110101,0,1
66827,1000100010110001110001100010001011011000010000011100001000010000,1,1
66832,1000110110110110111001100110001011101011011110011101101001111101,2,1
66837,1100010001101001010001100101010001001001110101110000011100100100,0,1
66842,0010011010111101110100100000110000001101000110110110010000110001,2,1
66847,1111111011101001110100100101001011111011000000100100110011010100,0,1
66852,1010011010101100110100100011101011111111110101000000011001110110,1,1
66857,1000110110110110110000100010001110111101011101110111001011010111,2,1
66862,0101110000101100110011100100000101011101100100010101110100110001,1,1
66867,1010001011100110011111111110011111011111100000000100010111100101,2,1
66872,1010110010100010110001101001011011001001010011011101000000111100,1,1
66877,1110110110100011110000100101011011001101000001010100010010110101,0,1
66882,1000010010101100110100100011101011111111111101010000010001110110,2,1
66887,1100010001101110110100100101100011111011000111010000111100111100,0,1
66892,1000110010111010110000101000011111111001010101011000010010111111,0,1
66897,1100010011101010110100101000110111111111011101001111010000100111,2,1
66902,1011100000101101110100110010011111101001010111000000100100111111,0,1
66907,1111100000101001110100100010011111101101011111000000100101111111,2,1
66912,1000110000101000111111101010011001101001011101111100111011111110,0,0
66917,1011111100101101110101110011110011001111100000000001110010110110,0,1
66922,1001101110101100110101110111110011001111100000010000110110110110,1,1
66927,1110001011100001110001110011001001101101110101111010110100110101,0,1
66932,1011110000101100111001111000001010111111110101011100110000100111,0,1
66937,1011001110110001010100101000000101001011000110100100010000110101,0,1
66942,0010001110100101111010100010101001011001000110100110100101111110,0,1
66947,1011001011111010010110101000000011101011010100110111000101000100,1,1
66952,1011000111100101010010101000001111001111000000110011000101000101,2,1
66957,1000111110111001110000111000001011111011010110011101001110001100,2,1
66962,1010110011100110110100100001100001011011001010001001001100100111,1,1
66967,0101001110111010110000100100001111001001001101110000011000110101,1,1
66972,0010101011101001110000101100001011001001000100101100110010110110,0,1
66977,1000001110111011110100100100011011001011001001100101011000010101,0,1
66982,1001110010100100110000100111100001011111000101011001001000110101,1,1
66987,1000110001100010110010101011101101011111010100000100101010100101,1,1
66992,1111111010100101111001100011010011001111000111101000010000111101,2,1
66997,1101000110100001110100111000111101111111001100001110001111110101,0,1
67002,1100010000110000110001100010001101001011010101010100001000110100,0,1
67007,1010010011100000110011110011011101011011110011010000000111110100,0,1
67012,1000010011100000110000100110001111101111110100101110010101100101,0,1
67017,1000110010100111110110100010001010001111001101010000001110100111,0,1
67022,1010000010101111110101101000011000001101100111010110000101010101,0,1
67027,1100100110101010110000101000111111111001010100010000110000110101,1,1
67032,1101100011100101110011101000001111111111001101011110010000110011,0,1
67037,1100010100110010110101101001011101111001000101010111110000110101,2,1
67042,1010110010111001110110101010011101101001010110111110010110110101,0,1
67047,1001110100101000110011100011011101101001011101010000111011111110,0,1
67052,1110010010110000110101101110101001111101010110011110100100100110,1,1
67057,1010000010101101110100100110011111011001110111110100110100110111,0,1
67062,1000100110111110110101111000101111001011100100110100111010111101,2,1
67067,1111101101001111110101111010001011001101100100000100111101100001,2,1
67072,1001001110111010111110110110011101011111111101100100100100110111,0,1
67077,1111101110100111111011101110001010011001101111111110101111110100,2,1
67082,1100010100101101110101111011011011001101001100010000100100100111,1,1
67087,1110101010111000110001100010011011111001010100110100101001110111,0,1
67092,1000110110101100110000110110001111001111100111010101011111110100,0,1
67097,1110110111110001111010110011101011001011001011110110100101101100,2,1
67102,1000100110111001110100111100001111001111000111011100010010100101,1,1
67107,1111110001111000110100100010001100001011000010110100110101110001,2,1
67112,1000111010101101110001101010001110001001011010111000100010111111,0,1
67117,1010100011111011110011101001111111011101010110000110101001110110,1,1
67122,1110000100101001110000101001001111111011001100000010010110111100,0,1
67127,1000011011110010110100101011100100011011011111000001010000100101,2,1
67132,1110001011101000110010111010101000111001000010110100001100110101,1,1
67137,1110001110101001110101101110010010111011000111011010101110100100,0,1
67142,1111000100100001010000101011111101001011010100000001101111110111,1,1
67147,1100101011100101111000111000100111111101110110011010010010111101,0,1
67152,1110000101111111011010101001110011111111100101011000010000100101,0,1
67157,1110001110111011111001101101110011111111100111001000111000100101,2,1
67162,1111000001100111010100101001100001111011110000011010010111101101,0,1
67167,1110001010100001110000101011100101111011111110001001001001110101,0,1
67172,1111011001111110110000101000100011001101010000011010010111100101,0,0
67177,1111110010110111110100101010001111001011010101001010010101010111,2,1
67182,0011101010110110110001001100101001011111000000010101000010100100,0,1
67187,1000000110100101010100101000000011011111001110001111100000110100,2,1
67192,1101111101111101110000101000101001111011010100011100011001100101,0,1
67197,1110010111110010110100101011000011101011010010110001100100101100,0,1
67202,1000110010110011110010100010001111101111001110111110100001000111,0,1
67207,1001000010010110111101101100110101101011001110100101100001111001,0,1
67212,1011011111111010111110100000001100011101001011110110110100110101,2,1
67217,1110010010100001110010101011110111011101110110001011011111100111,2,1
67222,1100011010100010111010101011101111011101110000011011011001100111,0,1
67227,1001010110101010110100110101000100011111100110010111001001101111,1,1
67232,1001010110101010110100110101000100011011100110010101001001101101,0,1
67237,1111110000110100111000100001000001001101111010010000011100100101,2,1
67242,1101010010111000110100101010001011111111011101001000101011111101,0,1
67247,1100010110100100110010111011100111011111110010011011011101100111,0,1
67252,1000110000101011110001110101000101111001110100010100100100111101,0,1
67257,1010100011110010110000100011011101111000110101011100011111111101,0,1
67262,1011011110100101110100100001010101101111001110100110010100110110,2,1
67267,1100110001110010110101100000011001001001010110111110001111010100,0,1
67272,1011000110100011010100101100001110011101001100101100010001010101,2,1
67277,1100110000101011110110101110001010101101000111010100100110010101,0,0
67282,1000000100100010110110101010101101001001000110010110110111110101,0,1
67287,1111100100101011110101100011101111011000111001100100110110111011,0,1
67292,1100100011101101110010100100001011111001001011010100110111110101,2,1
67297,1100110010110000111001111001101101101111010101010010010000110111,0,1
67302,1001110000111011110110100011010111101111101011010101001110111100,1,1
67307,1000011010101000110111100011011110001101110110010000111010101001,1,1
67312,1110011110111111110001110110000110111111110111110101011100110101,2,1
67317,1000110111111110110000100010011111101101100111010101101101100111,0,1
67322,1011101000110100111100110010001111111001110001100110010101110011,0,0
67327,1101100100100010110010100100011011111101010011010001110000011101,0,1
67332,1110110110100010110010101100111011111001010000011010100100010101,1,1
67337,1000111011101010110101100110001110101001101001110000110000010101,0,1
67342,1100111011110001111010110101101001001011010110010110100000100101,2,1
67347,1010100011111010111110101001101011101001010100110100010000100101,1,1
67352,1010010110110100110001111111011111111111110101110100000011110010,1,1
67357,1100010110101101111110101011000011011111000101111101001100110010,2,1
67362,1001110000110010110100110010001000101101001111101100001111110101,0,1
67367,1000110010100011110000111111100110011001111000010101000000111101,0,1
67372,1110010000101000110100100000110111111001110100000000000000110100,1,1
67377,1101010011111010110001100010000101111001111101111100110011100101,1,1
67382,1000110001101101111100101011111101001111111101000000100000110011,1,1
67387,1000101010101000111000010101000011101001010100000010000000010101,1,1
67392,1011011011110110110000110000000011101001010000010110000111110110,2,1
67397,1100000010111101010000100101011101011001011111011100100100111110,2,1
67402,1100011011111100111101111010011101111011010101110101111011100101,1,1
67407,1001110011110111110010110000011101111101110001010100011000110111,1,1
67412,1111111010101010110110111110011110001101001101010110011010110101,0,1
67417,0110101111101000100011100111001001011011000111000100100010110111,1,1
67422,1100110010101001010010100101011101011001011110011110100000100101,1,1
67427,1100110110101000110001111001000011011001110100011000100101101100,0,1
67432,1001010110001010110101110100011111011001100000011011110000100000,1,1
67437,1000011010110011110001100010001001001011011110100110000011110111,0,1
67442,1000011000110010110101101010000101001011011001110110010010110101,0,1
67447,1100010010110010110001101010101100111001110011110110110000010101,0,1
67452,1000010011110101110100100010001001001111010100010000001001000111,1,1
67457,1000100100110010111111101010010001001011000100100110001010110111,0,1
67462,1010110100110000111111101011110001001011011111110110000111110111,0,1
67467,1010101110110001111111101010010001001011100100101100000010110111,2,1
67472,1011110000101011110001101100011111001001010001010000100000110100,0,1
67477,1010011010100000110001110111001011011001010000110000001000011101,0,1
67482,1110110011100000111111100010000101011011100100011010010101100111,1,1
67487,1110001011100110011010101011111111011001100110110110001101100011,0,1
67492,1111100111110111010100100100101011001101011111000010100111110011,1,1
67497,1100110011111000110001101101000011011011110101011000101000100100,0,1
67502,1000111000101011110101101010011110101101110101111100111011111100,0,1
67507,1100000111100001110000100110001111001101101100111010011101110101,0,1
67512,1101011010110010110100111011011001011111111100110000010000100111,0,1
67517,1100110010110000110100111010111001101111011100110100011001010101,0,1
67522,1000010011100001110000110110001001001101001000010000010000101111,0,1
67527,1001010010101000110000101010100010001101011000011001010001110111,2,1
67532,1010011011100011110100100110001001001101000100101010010101111101,0,1
67537,1100110011110010111000101100001001001111010001010000010001000101,0,1
67542,1010011011101111110100100010000010111011010100100101010000110101,0,1
67547,1111111010101011110101100000011111011111110101001101010000010111,1,1
67552,1100010000101110110111101010101100001111000010010000100101011100,2,1
67557,1000011101100111110111100011000110011101110000110000010100100101,0,1
67562,1000010011100000111001101001101001001001110111010011100100110110,2,1
67567,1101101010101010100001100001001111111001100011001000111100111100,0,1
67572,1111100000100010010111001011001011111101000111101100100100110101,1,1
67577,0100100010100110110111001010011011001101000111101110110100110101,1,1
67582,1001000000100010110100010001000111101011011110010011100111100100,0,1
67587,1000011011111100110100101010010101011011110111100110000010110101,2,1
67592,1101000000101001110111111001100111001000000000111111000000100100,2,1
67597,1001110011100110110000100010001101111101011011110010110100111111,0,1
67602,0110000000101001111001110101001001111011010101011100100111111111,0,1
67607,1011000101111010111101100000101001011001000000110100100101111111,1,1
67612,1000000011001011110101101100001110101101110101111100100000110110,2,1
67617,1000010010100001110101101111001011011111111100100100010100101101,0,1
67622,1000011100101111110100100010000010001111010000110101000000100101,0,1
67627,1110100101100000110011100011001001101011110110011010111010101111,0,1
67632,1110001011101000111001100011111101011001010101001010111010111111,0,1
67637,1100101001101000110011100101011001111011110110011110111000101100,1,1
67642,1000100110100011110000101000111011001011010011010010000001110100,2,1
67647,1010110011100111110000100010011011001111010001100010001100110111,2,1
67652,1100001001100100110111100011101001111001111001011100110000100101,0,1
67657,1110110111001000110001110011000101011101100101010000100011100001,1,1
67662,1010001010111001110111101010100110001101000010010000011000110010,0,1
67667,1100011001111000010100101001100001001101010111111100010111100101,2,1
67672,1110001011101101110110101000111000001101010111001110000100110100,2,1
67677,1011011110100100111101100010001001101101111100011000101000110111,0,1
67682,1010010110101000111110110001000011001001010010110010111100100101,1,1
67687,1001111100100100110100101010101001101011010001100110001011101100,1,1
67692,1100110110100011010101101101000011011001000000100101110010100111,0,1
67697,1110100011100011111110111010001011011101000011010110001100111111,1,1
67702,1000010000010010111100101100111001111011100101011100101010101001,0,1
67707,1101100100100000110100101111001011001011101101101101011110111111,0,0
67712,1101100110100000110100101111001011001011101101101001011110111111,1,1
67717,1111100110101010110101101111001011011001100101101100010101111110,2,1
67722,1101100111100000110001000111111011011011110101100001010100111110,0,1
67727,1101110110101010110111100110001011011011100101110000010001111110,0,1
67732,1101110100101000110100100110101011101001110101110001010001111111,2,1
67737,1111111111100100110000100111001011001111110101100001010100111110,0,1
67742,1011010000101101110001101010000001101011110001011100101000111100,0,1
67747,1110010001111110111111101011100101111001010111100000110101101101,2,1
67752,1011011111101011110011100011010011001101010101111010101001111111,0,1
67757,1110001011110000110001101010111011101011110010011000100000111101,0,1
67762,1100110010101011110001100011001111101111010100111100010000001101,1,1
67767,1000110010110111110000101010101111101111010100011100100000100111,1,1
67772,1000110010110001110010100010001111101111001110111110000001000101,1,1
67777,1110011111100110110101100010000011011010010111000110001100100011,0,1
67782,1001111110110110110110100100101011001111010001010111101010110101,2,1
67787,1001000000100100110000100001000111001001101110110011110111100010,1,1
67792,1001010010101011110000100101001011001101000000011000010111111101,0,0
67797,1001101010110001011010100001101001101000000100011100001100110100,1,1
67802,1100110100111110110000100001100111111011011000000101010000101111,1,1
67807,1010101011101000110100100110001111101011100100010100110000110111,0,1
67812,1100010010110000010100101011011001001001000101101110010111010101,0,1
67817,1000111011110000110100101110000010011111110101100110001110110101,1,1
67822,1001100110100111110010100101101011001001000110110110001001100100,0,1
67827,1100010011101001110010110100011111111011100000001100000111110111,0,1
67832,1010110110100010110000101001111011011011010001010101000010110100,0,1
67837,1101010010100100110011101011100101011011110000001011011001101111,0,1
67842,1001010001110010110100101100101101101111010001101100001100010110,2,1
67847,1111001001100110110010100000101001101011110010010110000101000100,0,1
67852,1110100011101111110110100000101101011001110110000110101101110110,1,1
67857,1100110001100100100001101101101001111111011101010101100111101011,1,1
67862,1001000111100001010000110110001001101101010111011010010100011100,1,1
67867,0100110001101100111101101001011011111101110101011101111010111011,2,1
67872,1000101010000010111100101011011100111000110101110101011010111101,0,1
67877,1001100010110011010101100010111011111001010110101101111000110001,1,1
67882,1000101011101000111111100111011011111011100001010110100011111111,1,1
67887,1011010001111110111000100100011011001011010100000001100100000101,0,1
67892,1100100011101000110111100111001001111001100101010010010000111101,0,0
67897,1000010010100101110010101111100010001101011100110010000000100101,0,1
67902,1010000000101001110010101110111011101001000010011101000101111100,0,0
67907,1101000000111000110000101110001001001011010100010000111101100101,2,1
67912,1011100001110000110001101010001101101111010111010100000100110101,0,1
67917,0101101000101000111100110011101011011011101011000010100010110100,1,1
67922,1000110001101101111001100100011011101001110111011001111110111111,0,1
67927,1100110010000100111001110101111011101001010111010101010100111001,0,1
67932,1100110010110000111010100000011110111111100101011110011111110011,0,1
67937,1110010011101101111101100101010001001111010101010010100110100001,1,1
67942,1000000011110011110110100001011001111011101110111110001111011100,1,1
67947,1100110001101100111100101001011011111101110111011101111110111111,1,1
67952,1101100000111000111010000001001011011011101111000011100011110100,0,1
67957,1000101111101100111111100110001001111011010101010101100001110101,1,1
67962,0100110111110000111001100001001011111111000101100011111010100111,0,1
67967,1110100010100011101000100100101000111101111100011001001010100011,2,1
67972,0000010100101011111000100110011001101011100001011100011111100010,0,1
67977,0010110000111011111000100110011001001011000001010000011111100010,0,1
67982,0100110001111101011011100101001001001011010001000100001000010100,0,1
67987,1101100000110010010000100001101101001111010001000000110100001101,1,1
67992,1110100011110110110011110011101011111001101001110100011001111101,2,1
67997,1110011110101001110110110010000101001111010010000000100010111111,0,1
68002,1111100010110010110111101011111110011001010000011110010111111101,2,1
68007,1111000011101111110100101101100111111011010101011100101100110100,0,1
68012,0001000100101000110001110100101101111001001111011101011011101001,0,1
68017,1001000011100001110100101000000111111011101110111101100110100111,0,1
68022,1000010010111001111110101100010011001011110100111111010000101100,0,1
68027,1000011110111110111101100010000001101011010110011101100001111100,2,1
68032,1000010011101000110101101011001101101111110110111100101101111011,2,1
68037,1100000110111001010000110101011001011001000110011011100100111100,0,1
68042,1100000010100001101001110001101001111101100001000010100000101111,1,1
68047,1100110001101000100011001011011101111011011101011000111011111110,2,1
68052,1100101111110011110100100011001111111011010110100000011000100101,0,1
68057,1110010101101011110100111011000011011111110100010101011110100101,0,1
68062,1110010011100011110101111010111011101011010111100101110100101101,0,1
68067,1001011011110101110010100110011011111001101111110110010101110100,1,1
68072,1010101011111010111000101001001011101001010100110000011010100101,0,1
68077,1100010010111001110001100111000101011001011100011000100100111110,0,1
68082,1101000010100111010110101010101011001011010110100111000001101110,1,1
68087,1110101011001000110001100100111111111001011011010000110100111001,0,0
68092,1110101011001101110001100010011111111001001111010010110100110000,0,1
68097,1110110011101100100011000111001001011001010101000110110011111111,1,1
68102,0000100010111010110011100010001011111101101110010100001001011101,0,1
68107,1001110110110000110010111100101101111001010110010010010010101101,0,1
68112,1010010110100110110101111011000000001111111010111100000100000111,0,1
68117,1000011000110111110011101001001101011111011100010100100001110101,2,1
68122,1111010011111000110100101111110001111011011101100010010011100101,1,1
68127,1100010111111010110000101100011011111011010101110101010011100101,1,1
68132,1111010001101000110100101011100100111111011101001110010001100111,1,1
68137,1101010000110001110100100100000111101101010011100101110011100110,0,1
68142,1111010011100010010011100000100001001011110011010010000110100101,0,1
68147,1010111110100100110101100011110011001101011110111010011101110111,0,1
68152,1101000111111110010000111000110111011101010000011100011111110101,0,1
68157,1101011100101100100000001000111111111101011101100000101110111110,0,1
68162,1100000101101101111111101001001111001111110111110100010011101100,0,0
68167,1011001101101011110101110010001111011101111100010100101100100101,0,1
68172,1010100010101100111101000010001011101011010101100011101010110111,2,1
68177,1000001010110011110010110100001011101001000110010100011110101100,0,1
68182,1000010010110000110001111000001101101011010100010000110000110101,1,1
68187,1001010101100101111011101001101101111011010111000010101101111110,0,1
68192,1110111111111001110100100011001011001011110111000011010101010101,0,1
68197,1000011010101001110000101000000010101011110100001100010110110101,0,1
68202,1110000011101001111100111001101011111001010010110110000101010100,2,1
68207,1010000101100101111110110000011001001011000101001011101101111110,0,1
68212,1010110001100110110101100000000001101111010101010010101011100101,1,1
68217,1001011011100000110101110000000111111011111100011010100100100101,2,1
68222,1101010000100000110001110011000111111111101100111000110001100111,1,1
68227,1010110011100101111111100011000101101111010110010100110110100101,0,1
68232,1101110000100010110001110001001111111011110101011000111011111101,0,1
68237,1010110001101101110101100100000101111111001110010000100110110101,0,1
68242,1110110011100111111101101000000101101111010110010100110010100111,2,1
68247,0011111111100001111111110110101111111011110101011101100100110101,1,1
68252,1101000010111010110101110101001111111111100111011000110101110101,2,1
68257,1101110111100011110000100101001001001011010101000000111001011101,1,1
68262,1010011101101111110100100010000011001111010100110011000111100101,2,1
68267,1011001011111001110010100000101010101001010101000100010100110101,1,1
68272,1100111011110010110101101001101011101001010101111110000101110101,1,1
68277,1000010111110110110010100001001101001111000101010000001101111101,1,1
68282,0100101010111101110111100001001110111011001101110110101001110111,0,1
68287,1100111100110011110111101000001011101011100100110100101011110101,1,1
68292,1001100011101110010010110100001011111011101011110110010001110101,2,1
68297,1100100011100100110011101000001111111001101001010111010100110111,0,1
68302,1100010011111000110100111010001011001111011100010001010000100101,2,1
68307,1000011011110111110100101010111000001101010100110001000000100101,0,1
68312,1011010110110110110011100010001001101011011111010101001111110101,0,1
68317,0100100110100001110011110100101011111001011110101000010011011100,1,1
68322,1101100001111001110101100011101101001011110100000000110001101101,0,1
68327,1001010010100011110110100111001111101111101011010101010111100101,1,1
68332,1011010111100010110101101110001110111101011101110110010100111111,0,1
68337,1111101011110111110010100000001111011011110111001110100101111111,1,1
68342,1100011110100111110111100101001011001001111111110100111010100100,1,1
68347,1101011110110000110111101000001010111111011111010110100011100101,2,1
68352,1010110011110010110100111011011010001111101000110101011000100101,1,1
68357,1010110110100101111000110100001111111001000110010101010110110111,2,1
68362,1100100011100100110010101101101011111011011001010110110100110111,0,1
68367,1000011110100010110111111100001111111101101110110001111010101101,1,1
68372,1000010010110001111000111000111011001011010110010110001000000100,1,1
68377,1000011110111010110101111110001011001101011101110100110000010101,1,1
68382,1000111010100010110100101001001001001101000101110101000000110100,0,1
68387,1000101110111010110101101110001010101001001101110100101011010101,0,1
68392,1101000001110011011101111101001101011011010100010100010000100101,0,1
68397,1100110110111000111010101000001010101111000101111110001001010111,1,1
68402,1100100010111000111011101001101011111011011111110110101101110111,1,1
68407,1110100111111110011011101100001001111011001110100010001111111101,2,1
68412,1111110111110111110100110010101111001111001101011010100111110110,0,1
68417,0011101010101010110100000010001101001111011100000100100011101101,2,1
68422,1010100010111011111010100010011111111101101000001100011110111111,1,1
68427,1000100111101001110111100011011111001011111110011101100000111111,0,1
68432,1111111101110111110100100010011111111101111111010101001110111101,1,1
68437,1000011100101001110001100010111111001001001100010000100011111111,0,1
68442,1101101000110001110101100011101011101011010101111100011001110101,2,1
68447,1000100110111011110100110100001111001011000111110100010010100101,1,1
68452,1010011010101001110101100010011110111001101000010100100010101111,2,1
68457,1001011100101001110001100010011111001001001100010000110010111111,2,1
68462,1000011010101001110001100010011111111001101000010000100011101111,0,1
68467,0100100110111001110000010000011011001011000111000011100001110111,0,1
68472,1011000001111111110001100010001111101001000111110100111100100111,1,1
68477,1010110110111001110100110010111111101111111100111101011001110111,0,1
68482,1000100101111100110100110010011111101011000111110101101101110111,1,1
68487,1100010011100000010001101000111101101001010111110010110111100110,1,1
68492,1100010000101000100100111010001101001011001011000010111111101111,0,1
68497,1100010000111000110000010111101001001011110000010000100111100111,0,1
68502,1100010000100010110001100010011111111101011010010100110101100111,1,1
68507,1000101001100100111011111010011011011111110001011110010111100101,1,1
68512,1010010011100110110111100010000101101100000100011101101101101011,1,1
68517,1010101001101101110011111000000111111001101001010100110001100011,2,1
68522,1111000011111010110011110111010011001001110010000100100100101100,0,1
68527,1110100010111000111010101000001101011011110100001110011001100111,0,1
68532,1100010000101101110000100111010011101101011001110000000001110111,0,1
68537,1001010011100000110101100001110011001001011100010010010101100100,1,1
68542,1000100101110100110000111110001011101111001101011100010110100101,0,1
68547,1100110111100001110001101001111011011001010100100000110010110101,2,1
68552,1011010111100011110000101011011011101011010111010011100100010100,2,1
68557,1010100011101000110100110011011101001101010001000001101100111101,1,1
68562,1011001011111011110010110110010011001011010110000000100100111100,0,1
68567,1001100111100000110000101011101011101111010001110010000100010100,1,1
68572,1110001011111101110001100000011011111001000100000010101101100101,2,1
68577,1000000010101000011010001100011011011101010100000100010001111111,0,1
68582,1010010001110110110010101111100001001101011000110010010100100101,2,1
68587,1011010001111110110000100000001011001111010100000100110100000101,2,1
68592,0001101010111000010100000000001011101001000111011100011000111110,2,1
68597,1010100010110010110000111010001001001011110000010010011000100101,1,1
68602,1001010010110011110100100010010011001011011000111110001010011100,0,1
68607,1110001011100111010000110001001001001111010101101010010100010101,0,1
68612,1110001011100110010001100011001101001011010000000000010100010101,1,1
68617,1101000101100011010100101001001001111111011101010000100111110101,1,1
68622,1111000001100111010000101001001001101111110101000010100110110101,0,1
68627,1011001111100001010000101000100011101011000110011011000100111100,0,1
68632,1100010011100011110000101001010101011011110100010010100111001100,1,1
68637,1111000111100111010000101001001001101111010101001000100110111101,1,1
68642,1100011111110010111001100000001001111011011100010100000011100100,0,1
68647,1001000010110011011010111100101101001001010000110100011001000101,1,1
68652,1000011100110111110100101010000101111011001101110001000010101101,2,1
68657,1000011000100111110100101010000101111111101101110101000010101101,0,1
68662,1010010011110110110010101010101001001001010100010010101101010101,0,1
68667,1000010001101100111100101000010111001001100100110100010100110100,0,1
68672,1001010111111110111101101001100111001011010100110110010111110110,0,1
68677,1110110010100110110101101101001111111101010100111110010100001100,2,1
68682,1101010011101010110101101000000011111001011000010010100101101100,0,1
68687,1101010011100110110001101000000111101011010111010011000100000110,0,1
68692,1110010010100110110101101100001111111101010110001110000100100100,2,1
68697,1100110111111001110000101000001011101001010111100010011010100101,0,1
68702,1000010111100010110100101000101011101011010100110100000111100100,2,1
68707,1001110011100101110000101000011011101011010100010010100111101101,0,1
68712,1001110010111001111100101010001011101001010101100100110011101101,2,1
68717,1000011110100000110001101010100011101011010010011001000001101100,1,1
68722,1100010011101100110101101000100011111001011100110110100111110100,0,1
68727,0100000011111000111000110100001101111011101100010010011010100100,0,1
68732,1111110010100101110100101100001011111101010100011110100111101101,0,1
68737,1101111010100011110101101001001011001011010101000001101011101101,2,1
68742,1111011001111110110101100001100101001001110000111100011000100101,0,1
68747,1011000011101001111000110111111001001001100110010110011111100100,1,1
68752,1011011010111011110000111010000001001011010001000101011010110111,0,0
68757,1101100011100100110011110110001011111011011001010100010010110111,0,1
68762,1001011000110100111100100010100101001111000101000010001010100111,1,1
68767,1000011111110100110100100010000000011111010101010010001000100111,0,1
68772,1001100001110000110000111000001001101111111110110100001111110101,1,1
68777,1101000011100010110101101011001011001111010111110011001101100111,0,1
68782,1110011011101110111010101110101111111011110100000100000100100101,1,1
68787,1101010000101001110101110010001111001001110101110001010000100100,0,0
68792,1001110101100110110010100001010101111101100001010100011000111111,1,1
68797,1100000011100000111100100111001011111101011110011101000001100101,0,1
68802,1110001100110010110010101001010111001101010111010000001111100100,0,1
68807,1110010101110011110000101010000101001011010111010001000100100101,0,1
68812,1101000010100000010110101000000100011011111100001110010000110111,0,1
68817,1101010000100011110001100101001111101001010011110001101011100110,1,1
68822,1010110011100011110100101101101000001001010111100111011000110100,2,1
68827,1001010000111001111100111000000001001011010000001101011000101101,2,1
68832,1010010011100000111001110011001001011011011000010100100011100100,2,1
68837,1101010000100110111001110011101110011001011110110100100011100101,2,1
68842,1110101010100011110110110010001101011001110000111111010000100011,2,1
68847,1100010011101000011000101001001001111001010001110010010100100101,1,1
68852,1100110101111000010010101001001001001001010111110010010110101101,0,1
68857,1100100100110000110000101110000111101101010110110000011100100101,0,1
68862,1100110110101100010101101101001101011001000100001010100000110110,0,1
68867,1100111010101100010001101101001101111011000100001100100000110110,0,1
68872,1100110110101100011001111001100011111001010111011100111001100110,1,1
68877,1101110010101101010001101001001101011001010100011101100000110110,0,1
68882,1101110010100100010001101101001101011001000110001000101001110110,0,1
68887,1100111010101100010101101001001101111001000100001100101000110110,0,1
68892,1100011011111100110110111000011001001101010111011100011100100101,1,1
68897,1001111101101100110100110010111011001101010100100111101101101101,2,1
68902,1010111100100101110101110011111111101001011110100110110101101110,0,1
68907,1011010000100101110011100101110111101001011110010011110111100110,0,0
68912,1010001010110011110010100110111111001011101010111100001100110110,0,1
68917,1010000000110011110010100110111011011011101010111110101100110110,1,1
68922,1101010101100001110100111011000001001001011000010000110110110101,1,1
68927,1000110100100101110100100110101100001101010001011000011001100111,0,1
68932,1001110100110011110000100110111011001011100101111100001000110110,2,1
68937,1101001011100011110010111110100001111011010100011010010011111101,0,1
68942,1110011011100110110010100111000001001011010110010000000101110101,0,1
68947,1100010111111010110010101110001011101001011101110100000011110101,1,1
68952,1000110001100000111101110011110001001011011000010010111101111111,0,1
68957,1101010000101110111001100011101111011001011110110100001010101101,0,1
68962,1101011010100111010101110000000001101111110111110100011001110100,2,1
68967,1111011110100101010101110000000001101011100111111110011001111100,0,1
68972,1111010000100101110011110010100001111001110011111110111101100100,1,1
68977,1111010000100101110011110010010101101001110111111110011101100100,0,1
68982,1111010000100101110011110010000101101001110111111100111111100100,1,1
68987,1010011010101001010000101100100011001011001100010001000111111101,0,1
68992,1001000001100101010000111000000101101111111110100000000110101111,0,1
68997,1101000011100000010000111000101101101111111110110001010100100101,1,1
69002,1010010011100110110010100111010101011111110010001011001100100111,0,1
69007,1100100010110111110110101100011001011101001010110111000001101001,1,1
69012,1001000011110110110111101110010111101000001100011101100001111011,0,1
69017,1101001000110110110100111100001101111011111101111011010100110101,0,1
69022,1100101010110010110101001010101011101011010100100100011011110100,1,1
69027,1001101010100110110100001000101111101111000100100101001011110100,1,1
69032,1100011010111101110110100001001011101101010110110100010101000101,0,1
69037,1000111010111100110100110000000011101001010100010100010100010101,0,1
69042,0100001011111100110110100010000001001001010011001110011000010101,0,1
69047,1000111101101011110011010011011011101011111101110001111011111110,0,1
